# 词	编码	人工权重	分类	类型	实体	来源	核对日期
可复现步骤	ke fu xian bu zhou	30	代理开发	term	可复现步骤	curated	2026-09-17
可审阅结果	ke shen yue jie guo	30	代理开发	term	可审阅结果	curated	2026-09-17
可恢复性	ke hui fu xing	30	可靠运维	term	可恢复性	curated	2026-09-17
可用性	ke yong xing	30	可靠运维	term	可用性	curated	2026-09-17
可用性测试	ke yong xing ce shi	30	测试验收	term	可用性测试	curated	2026-09-17
可维护性	ke wei hu xing	30	可靠运维	term	可维护性	curated	2026-09-17
可行性分析	ke xing xing fen xi	30	项目协作	term	可行性分析	curated	2026-09-17
可行性验证	ke xing xing yan zheng	30	项目协作	term	可行性验证	curated	2026-09-17
可观察对象	ke guan cha dui xiang	30	桌面移动	term	可观察对象	curated	2026-09-17
可选依赖	ke xuan yi lai	30	开发操作	term	可选依赖	curated	2026-09-17
可重复读	ke chong fu du	30	后端数据	term	可重复读	curated	2026-09-17
可靠性	ke kao xing	30	可靠运维	term	可靠性	curated	2026-09-17
可验证证据	ke yan zheng zheng ju	30	代理开发	term	可验证证据	curated	2026-09-17
右连接	you lian jie	30	后端数据	term	右连接	curated	2026-09-17
合并代码	he bing dai ma	30	版本协作	term	合并代码	curated	2026-09-17
合并冲突	he bing chong tu	30	版本协作	term	合并冲突	curated	2026-09-17
合并分支	he bing fen zhi	30	版本协作	term	合并分支	curated	2026-09-17
合并基点	he bing ji dian	30	版本协作	term	合并基点	curated	2026-09-17
合并检查	he bing jian cha	30	版本协作	term	合并检查	curated	2026-09-17
合并请求	he bing qing qiu	30	版本协作	term	合并请求	curated	2026-09-17
合并门禁	he bing men jin	30	版本协作	term	合并门禁	curated	2026-09-17
同步代码	tong bu dai ma	30	版本协作	term	同步代码	curated	2026-09-17
同步文档	tong bu wen dang	30	代理开发	term	同步文档	curated	2026-09-17
同行评审	tong hang ping shen	30	版本协作	term	同行评审	curated	2026-09-17
后台任务	hou tai ren wu	30	桌面移动	term	后台任务	curated	2026-09-17
后台刷新	hou tai shua xin	30	桌面移动	term	后台刷新	curated	2026-09-17
后台模式	hou tai mo shi	30	代理开发	term	后台模式	curated	2026-09-17
后台进程	hou tai jin cheng	30	桌面移动	term	后台进程	curated	2026-09-17
后置条件	hou zhi tiao jian	30	项目协作	term	后置条件	curated	2026-09-17
后过滤	hou guo lv	30	向量检索	term	后过滤	curated	2026-09-17
向量	xiang liang	30	向量检索	term	向量	curated	2026-09-17
向量主键	xiang liang zhu jian	30	向量检索	term	向量主键	curated	2026-09-17
向量乘积	xiang liang cheng ji	30	向量检索	term	向量乘积	curated	2026-09-17
向量内积	xiang liang nei ji	30	向量检索	term	向量内积	curated	2026-09-17
向量删除	xiang liang shan chu	30	向量检索	term	向量删除	curated	2026-09-17
向量化	xiang liang hua	30	向量检索	term	向量化	curated	2026-09-17
向量压缩	xiang liang ya suo	30	向量检索	term	向量压缩	curated	2026-09-17
向量去重	xiang liang qu chong	30	向量检索	term	向量去重	curated	2026-09-17
向量召回	xiang liang zhao hui	30	向量检索	term	向量召回	curated	2026-09-17
向量平均	xiang liang ping jun	30	向量检索	term	向量平均	curated	2026-09-17
向量截断	xiang liang jie duan	30	向量检索	term	向量截断	curated	2026-09-17
向量扩展	xiang liang kuo zhan	30	向量检索	term	向量扩展	curated	2026-09-17
向量拼接	xiang liang pin jie	30	向量检索	term	向量拼接	curated	2026-09-17
向量搜索半径	xiang liang sou suo ban jing	30	向量检索	term	向量搜索半径	curated	2026-09-17
向量更新	xiang liang geng xin	30	向量检索	term	向量更新	curated	2026-09-17
向量点积	xiang liang dian ji	30	向量检索	term	向量点积	curated	2026-09-17
向量编码	xiang liang bian ma	30	向量检索	term	向量编码	curated	2026-09-17
向量记录	xiang liang ji lu	30	向量检索	term	向量记录	curated	2026-09-17
向量重建	xiang liang chong jian	30	向量检索	term	向量重建	curated	2026-09-17
向量长度	xiang liang chang du	30	向量检索	term	向量长度	curated	2026-09-17
吞吐量	tun tu liang	30	可靠运维	term	吞吐量	curated	2026-09-17
启动优化	qi dong you hua	30	桌面移动	term	启动优化	curated	2026-09-17
启动失败	qi dong shi bai	30	开发操作	term	启动失败	curated	2026-09-17
启动探针	qi dong tan zhen	30	可靠运维	term	启动探针	curated	2026-09-17
启动流程	qi dong liu cheng	30	开发操作	term	启动流程	curated	2026-09-17
启动耗时	qi dong hao shi	30	桌面移动	term	启动耗时	curated	2026-09-17
命令处理器	ming ling chu li qi	30	架构设计	term	命令处理器	curated	2026-09-17
命令式渲染	ming ling shi xuan ran	30	前端交互	term	命令式渲染	curated	2026-09-17
命令查询分离	ming ling cha xun fen li	30	架构设计	term	命令查询分离	curated	2026-09-17
命令模式	ming ling mo shi	30	架构设计	term	命令模式	curated	2026-09-17
命令行助手	ming ling xing zhu shou	30	代理开发	term	命令行助手	curated	2026-09-17
命名空间	ming ming kong jian	30	可靠运维	term	命名空间	curated	2026-09-17
响应体	xiang ying ti	30	后端数据	term	响应体	curated	2026-09-17
响应头	xiang ying tou	30	后端数据	term	响应头	curated	2026-09-17
响应式布局	xiang ying shi bu ju	30	前端交互	term	响应式布局	curated	2026-09-17
响应式状态	xiang ying shi zhuang tai	30	前端交互	term	响应式状态	curated	2026-09-17
响应时间	xiang ying shi jian	30	可靠运维	term	响应时间	curated	2026-09-17
响应迟缓	xiang ying chi huan	30	排障修复	term	响应迟缓	curated	2026-09-17
响应错误	xiang ying cuo wu	30	排障修复	term	响应错误	curated	2026-09-17
唯一索引	wei yi suo yin	30	后端数据	term	唯一索引	curated	2026-09-17
回归测试	hui gui ce shi	30	测试验收	term	回归测试	curated	2026-09-17
回归风险	hui gui feng xian	30	排障修复	term	回归风险	curated	2026-09-17
回滚计划	hui gun ji hua	30	项目协作	term	回滚计划	curated	2026-09-17
回退处理	hui tui chu li	30	排障修复	term	回退处理	curated	2026-09-17
回退提交	hui tui ti jiao	30	版本协作	term	回退提交	curated	2026-09-17
回退方案	hui tui fang an	30	项目协作	term	回退方案	curated	2026-09-17
因果一致性	yin guo yi zhi xing	30	后端数据	term	因果一致性	curated	2026-09-17
固定定位	gu ding ding wei	30	前端交互	term	固定定位	curated	2026-09-17
国际化	guo ji hua	30	前端交互	term	国际化	curated	2026-09-17
国际化测试	guo ji hua ce shi	30	测试验收	term	国际化测试	curated	2026-09-17
图像向量化	tu xiang xiang liang hua	30	向量检索	term	图像向量化	curated	2026-09-17
图片裁剪	tu pian cai jian	30	前端交互	term	图片裁剪	curated	2026-09-17
图片预览	tu pian yu lan	30	前端交互	term	图片预览	curated	2026-09-17
垂直扩容	chui zhi kuo rong	30	可靠运维	term	垂直扩容	curated	2026-09-17
垂直拆分	chui zhi chai fen	30	后端数据	term	垂直拆分	curated	2026-09-17
基础设施层	ji chu she shi ceng	30	架构设计	term	基础设施层	curated	2026-09-17
堆栈信息	dui zhan xin xi	30	排障修复	term	堆栈信息	curated	2026-09-17
堆栈跟踪	dui zhan gen zong	30	排障修复	term	堆栈跟踪	curated	2026-09-17
增量入库	zeng liang ru ku	30	向量检索	term	增量入库	curated	2026-09-17
增量向量化	zeng liang xiang liang hua	30	向量检索	term	增量向量化	curated	2026-09-17
增量备份	zeng liang bei fen	30	后端数据	term	增量备份	curated	2026-09-17
增量差异	zeng liang cha yi	30	版本协作	term	增量差异	curated	2026-09-17
增量更新	zeng liang geng xin	30	桌面移动	term	增量更新	curated	2026-09-17
增量构建	zeng liang gou jian	30	开发操作	term	增量构建	curated	2026-09-17
增量测试	zeng liang ce shi	30	测试验收	term	增量测试	curated	2026-09-17
增量静态生成	zeng liang jing tai sheng cheng	30	前端交互	term	增量静态生成	curated	2026-09-17
声明式渲染	sheng ming shi xuan ran	30	前端交互	term	声明式渲染	curated	2026-09-17
复合索引	fu he suo yin	30	后端数据	term	复合索引	curated	2026-09-17
复合组件	fu he zu jian	30	前端交互	term	复合组件	curated	2026-09-17
复现条件	fu xian tiao jian	30	排障修复	term	复现条件	curated	2026-09-17
复现步骤	fu xian bu zhou	30	排障修复	term	复现步骤	curated	2026-09-17
复现环境	fu xian huan jing	30	排障修复	term	复现环境	curated	2026-09-17
复现用例	fu xian yong li	30	排障修复	term	复现用例	curated	2026-09-17
复现脚本	fu xian jiao ben	30	排障修复	term	复现脚本	curated	2026-09-17
外连接	wai lian jie	30	后端数据	term	外连接	curated	2026-09-17
外部依赖	wai bu yi lai	30	开发操作	term	外部依赖	curated	2026-09-17
多仓库	duo cang ku	30	开发操作	term	多仓库	curated	2026-09-17
多代理	duo dai li	30	代理开发	term	多代理	curated	2026-09-17
多向量检索	duo xiang liang jian suo	30	向量检索	term	多向量检索	curated	2026-09-17
多显示器	duo xian shi qi	30	桌面移动	term	多显示器	curated	2026-09-17
多架构镜像	duo jia gou jing xiang	30	可靠运维	term	多架构镜像	curated	2026-09-17
多版本并发控制	duo ban ben bing fa kong zhi	30	后端数据	term	多版本并发控制	curated	2026-09-17
多租户	duo zu hu	30	后端数据	term	多租户	curated	2026-09-17
多窗口	duo chuang kou	30	桌面移动	term	多窗口	curated	2026-09-17
多语言	duo yu yan	30	前端交互	term	多语言	curated	2026-09-17
多阶段构建	duo jie duan gou jian	30	可靠运维	term	多阶段构建	curated	2026-09-17
失败处理	shi bai chu li	30	排障修复	term	失败处理	curated	2026-09-17
失败恢复	shi bai hui fu	30	排障修复	term	失败恢复	curated	2026-09-17
失败流程	shi bai liu cheng	30	项目协作	term	失败流程	curated	2026-09-17
契约测试	qi yue ce shi	30	测试验收	term	契约测试	curated	2026-09-17
委派约束	wei pai yue shu	30	代理开发	term	委派约束	curated	2026-09-17
委派范围	wei pai fan wei	30	代理开发	term	委派范围	curated	2026-09-17
子仓库	zi cang ku	30	开发操作	term	子仓库	curated	2026-09-17
子代理	zi dai li	30	代理开发	term	子代理	curated	2026-09-17
子查询	zi cha xun	30	后端数据	term	子查询	curated	2026-09-17
子模块	zi mo kuai	30	开发操作	term	子模块	curated	2026-09-17
子进程	zi jin cheng	30	桌面移动	term	子进程	curated	2026-09-17
字段权限	zi duan quan xian	30	后端数据	term	字段权限	curated	2026-09-17
字段校验	zi duan jiao yan	30	后端数据	term	字段校验	curated	2026-09-17
字符编码	zi fu bian ma	30	后端数据	term	字符编码	curated	2026-09-17
字符集	zi fu ji	30	后端数据	term	字符集	curated	2026-09-17
存活探针	cun huo tan zhen	30	可靠运维	term	存活探针	curated	2026-09-17
安全作用域	an quan zuo yong yu	30	桌面移动	term	安全作用域	curated	2026-09-17
安全区域	an quan qu yu	30	桌面移动	term	安全区域	curated	2026-09-17
安全扫描	an quan sao miao	30	测试验收	term	安全扫描	curated	2026-09-17
安全测试	an quan ce shi	30	测试验收	term	安全测试	curated	2026-09-17
安装依赖	an zhuang yi lai	30	开发操作	term	安装依赖	curated	2026-09-17
安装失败	an zhuang shi bai	30	开发操作	term	安装失败	curated	2026-09-17
安装测试	an zhuang ce shi	30	测试验收	term	安装测试	curated	2026-09-17
完成定义	wan cheng ding yi	30	项目协作	term	完成定义	curated	2026-09-17
完成标准	wan cheng biao zhun	30	项目协作	term	完成标准	curated	2026-09-17
完成验证	wan cheng yan zheng	30	代理开发	term	完成验证	curated	2026-09-17
定位权限	ding wei quan xian	30	桌面移动	term	定位权限	curated	2026-09-17
定位根因	ding wei gen yin	30	排障修复	term	定位根因	curated	2026-09-17
定位问题	ding wei wen ti	30	排障修复	term	定位问题	curated	2026-09-17
定向测试	ding xiang ce shi	30	测试验收	term	定向测试	curated	2026-09-17
实体对象	shi ti dui xiang	30	架构设计	term	实体对象	curated	2026-09-17
实施计划	shi shi ji hua	30	代理开发	term	实施计划	curated	2026-09-17
实时校验	shi shi jiao yan	30	前端交互	term	实时校验	curated	2026-09-17
实现方案	shi xian fang an	30	项目协作	term	实现方案	curated	2026-09-17
实际结果	shi ji jie guo	30	测试验收	term	实际结果	curated	2026-09-17
审批模式	shen pi mo shi	30	代理开发	term	审批模式	curated	2026-09-17
审批策略	shen pi ce lve	30	代理开发	term	审批策略	curated	2026-09-17
审查反馈	shen cha fan kui	30	版本协作	term	审查反馈	curated	2026-09-17
审查发现	shen cha fa xian	30	版本协作	term	审查发现	curated	2026-09-17
审查差异	shen cha cha yi	30	版本协作	term	审查差异	curated	2026-09-17
审查意见	shen cha yi jian	30	项目协作	term	审查意见	curated	2026-09-17
审查暂存差异	shen cha zan cun cha yi	30	代理开发	term	审查暂存差异	curated	2026-09-17
审查结论	shen cha jie lun	30	版本协作	term	审查结论	curated	2026-09-17
审查范围	shen cha fan wei	30	版本协作	term	审查范围	curated	2026-09-17
客户端渲染	ke hu duan xuan ran	30	前端交互	term	客户端渲染	curated	2026-09-17
客户端状态	ke hu duan zhuang tai	30	前端交互	term	客户端状态	curated	2026-09-17
容器卷	rong qi juan	30	可靠运维	term	容器卷	curated	2026-09-17
容器端口	rong qi duan kou	30	可靠运维	term	容器端口	curated	2026-09-17
容器编排	rong qi bian pai	30	可靠运维	term	容器编排	curated	2026-09-17
容器网络	rong qi wang luo	30	可靠运维	term	容器网络	curated	2026-09-17
容器镜像	rong qi jing xiang	30	可靠运维	term	容器镜像	curated	2026-09-17
容忍度	rong ren du	30	可靠运维	term	容忍度	curated	2026-09-17
容量规划	rong liang gui hua	30	可靠运维	term	容量规划	curated	2026-09-17
容量评估	rong liang ping gu	30	可靠运维	term	容量评估	curated	2026-09-17
容错性	rong cuo xing	30	可靠运维	term	容错性	curated	2026-09-17
密钥轮换	mi yao lun huan	30	可靠运维	term	密钥轮换	curated	2026-09-17
对比结果	dui bi jie guo	30	测试验收	term	对比结果	curated	2026-09-17
对等依赖	dui deng yi lai	30	开发操作	term	对等依赖	curated	2026-09-17
对话框	dui hua kuang	30	前端交互	term	对话框	curated	2026-09-17
对象映射	dui xiang ying she	30	后端数据	term	对象映射	curated	2026-09-17
对象池	dui xiang chi	30	后端数据	term	对象池	curated	2026-09-17
导航小世界图	dao hang xiao shi jie tu	30	向量检索	term	导航小世界图	curated	2026-09-17
导航栏	dao hang lan	30	前端交互	term	导航栏	curated	2026-09-17
封装边界	feng zhuang bian jie	30	架构设计	term	封装边界	curated	2026-09-17
就绪定义	jiu xu ding yi	30	项目协作	term	就绪定义	curated	2026-09-17
就绪探针	jiu xu tan zhen	30	可靠运维	term	就绪探针	curated	2026-09-17
尾延迟	wei yan chi	30	可靠运维	term	尾延迟	curated	2026-09-17
局部修复	ju bu xiu fu	30	排障修复	term	局部修复	curated	2026-09-17
局部测试	ju bu ce shi	30	测试验收	term	局部测试	curated	2026-09-17
局部状态	ju bu zhuang tai	30	前端交互	term	局部状态	curated	2026-09-17
层叠上下文	ceng die shang xia wen	30	前端交互	term	层叠上下文	curated	2026-09-17
层次可导航小世界图	ceng ci ke dao hang xiao shi jie tu	30	向量检索	term	层次可导航小世界图	curated	2026-09-17
层级遮挡	ceng ji zhe dang	30	前端交互	term	层级遮挡	curated	2026-09-17
屏幕录制权限	ping mu lu zhi quan xian	30	桌面移动	term	屏幕录制权限	curated	2026-09-17
屏幕旋转	ping mu xuan zhuan	30	桌面移动	term	屏幕旋转	curated	2026-09-17
屏幕缩放	ping mu suo fang	30	桌面移动	term	屏幕缩放	curated	2026-09-17
屏幕阅读器	ping mu yue du qi	30	前端交互	term	屏幕阅读器	curated	2026-09-17
属性测试	shu xing ce shi	30	测试验收	term	属性测试	curated	2026-09-17
崩溃堆栈	beng kui dui zhan	30	排障修复	term	崩溃堆栈	curated	2026-09-17
崩溃报告	beng kui bao gao	30	排障修复	term	崩溃报告	curated	2026-09-17
崩溃日志	beng kui ri zhi	30	排障修复	term	崩溃日志	curated	2026-09-17
嵌入	qian ru	30	向量检索	term	嵌入	curated	2026-09-17
嵌入向量	qian ru xiang liang	30	向量检索	term	嵌入向量	curated	2026-09-17
嵌入归一化	qian ru gui yi hua	30	向量检索	term	嵌入归一化	curated	2026-09-17
嵌入批次	qian ru pi ci	30	向量检索	term	嵌入批次	curated	2026-09-17
嵌入接口	qian ru jie kou	30	向量检索	term	嵌入接口	curated	2026-09-17
嵌入服务	qian ru fu wu	30	向量检索	term	嵌入服务	curated	2026-09-17
嵌入模型切换	qian ru mo xing qie huan	30	向量检索	term	嵌入模型切换	curated	2026-09-17
嵌入模型版本	qian ru mo xing ban ben	30	向量检索	term	嵌入模型版本	curated	2026-09-17
嵌入相似度	qian ru xiang si du	30	向量检索	term	嵌入相似度	curated	2026-09-17
嵌入缓存	qian ru huan cun	30	向量检索	term	嵌入缓存	curated	2026-09-17
嵌入评测	qian ru ping ce	30	向量检索	term	嵌入评测	curated	2026-09-17
嵌入请求	qian ru qing qiu	30	向量检索	term	嵌入请求	curated	2026-09-17
嵌套事务	qian tao shi wu	30	后端数据	term	嵌套事务	curated	2026-09-17
工作区	gong zuo qu	30	开发操作	term	工作区	curated	2026-09-17
工作区依赖	gong zuo qu yi lai	30	开发操作	term	工作区依赖	curated	2026-09-17
工作区归属	gong zuo qu gui shu	30	代理开发	term	工作区归属	curated	2026-09-17
工作区状态	gong zuo qu zhuang tai	30	版本协作	term	工作区状态	curated	2026-09-17
工作树	gong zuo shu	30	开发操作	term	工作树	curated	2026-09-17
工作目录	gong zuo mu lu	30	开发操作	term	工作目录	curated	2026-09-17
工作量估算	gong zuo liang gu suan	30	项目协作	term	工作量估算	curated	2026-09-17
工具沙箱	gong ju sha xiang	30	代理开发	term	工具沙箱	curated	2026-09-17
工具输出	gong ju shu chu	30	代理开发	term	工具输出	curated	2026-09-17
工具链	gong ju lian	30	开发操作	term	工具链	curated	2026-09-17
工具链版本	gong ju lian ban ben	30	开发操作	term	工具链版本	curated	2026-09-17
工厂模式	gong chang mo shi	30	架构设计	term	工厂模式	curated	2026-09-17
工时估算	gong shi gu suan	30	项目协作	term	工时估算	curated	2026-09-17
左连接	zuo lian jie	30	后端数据	term	左连接	curated	2026-09-17
差异检查	cha yi jian cha	30	版本协作	term	差异检查	curated	2026-09-17
差异比较	cha yi bi jiao	30	前端交互	term	差异比较	curated	2026-09-17
已提交改动	yi ti jiao gai dong	30	版本协作	term	已提交改动	curated	2026-09-17
已知问题	yi zhi wen ti	30	项目协作	term	已知问题	curated	2026-09-17
已知限制	yi zhi xian zhi	30	项目协作	term	已知限制	curated	2026-09-17
已跟踪文件	yi gen zong wen jian	30	版本协作	term	已跟踪文件	curated	2026-09-17
幂等处理	mi deng chu li	30	后端数据	term	幂等处理	curated	2026-09-17
幂等校验	mi deng jiao yan	30	后端数据	term	幂等校验	curated	2026-09-17
幂等消费	mi deng xiao fei	30	后端数据	term	幂等消费	curated	2026-09-17
幂等请求	mi deng qing qiu	30	后端数据	term	幂等请求	curated	2026-09-17
幂等键	mi deng jian	30	后端数据	term	幂等键	curated	2026-09-17
干净工作区	gan jing gong zuo qu	30	版本协作	term	干净工作区	curated	2026-09-17
平方欧氏距离	ping fang ou shi ju li	30	向量检索	term	平方欧氏距离	curated	2026-09-17
平滑重启	ping hua chong qi	30	可靠运维	term	平滑重启	curated	2026-09-17
并发输入	bing fa shu ru	30	测试验收	term	并发输入	curated	2026-09-17
并行任务	bing xing ren wu	30	代理开发	term	并行任务	curated	2026-09-17
并行执行	bing xing zhi xing	30	代理开发	term	并行执行	curated	2026-09-17
并行构建	bing xing gou jian	30	开发操作	term	并行构建	curated	2026-09-17
幻读	huan du	30	后端数据	term	幻读	curated	2026-09-17
序列化	xu lie hua	30	后端数据	term	序列化	curated	2026-09-17
序列化失败	xu lie hua shi bai	30	后端数据	term	序列化失败	curated	2026-09-17
序列化格式	xu lie hua ge shi	30	后端数据	term	序列化格式	curated	2026-09-17
应用公证	ying yong gong zheng	30	桌面移动	term	应用公证	curated	2026-09-17
应用层	ying yong ceng	30	架构设计	term	应用层	curated	2026-09-17
应用服务	ying yong fu wu	30	架构设计	term	应用服务	curated	2026-09-17
应用沙箱	ying yong sha xiang	30	桌面移动	term	应用沙箱	curated	2026-09-17
应用生命周期	ying yong sheng ming zhou qi	30	桌面移动	term	应用生命周期	curated	2026-09-17
应用补丁	ying yong bu ding	30	版本协作	term	应用补丁	curated	2026-09-17
延迟队列	yan chi dui lie	30	后端数据	term	延迟队列	curated	2026-09-17
建造者模式	jian zao zhe mo shi	30	架构设计	term	建造者模式	curated	2026-09-17
开发依赖	kai fa yi lai	30	开发操作	term	开发依赖	curated	2026-09-17
开发分支	kai fa fen zhi	30	版本协作	term	开发分支	curated	2026-09-17
开发助手	kai fa zhu shou	30	代理开发	term	开发助手	curated	2026-09-17
开发模式	kai fa mo shi	30	开发操作	term	开发模式	curated	2026-09-17
开发环境	kai fa huan jing	30	可靠运维	term	开发环境	curated	2026-09-17
开发者指令	kai fa zhe zhi ling	30	代理开发	term	开发者指令	curated	2026-09-17
开发者证书	kai fa zhe zheng shu	30	桌面移动	term	开发者证书	curated	2026-09-17
开闭原则	kai bi yuan ze	30	架构设计	term	开闭原则	curated	2026-09-17
异常传播	yi chang chuan bo	30	排障修复	term	异常传播	curated	2026-09-17
异常场景	yi chang chang jing	30	项目协作	term	异常场景	curated	2026-09-17
异常处理	yi chang chu li	30	排障修复	term	异常处理	curated	2026-09-17
异常恢复	yi chang hui fu	30	排障修复	term	异常恢复	curated	2026-09-17
异常捕获	yi chang bu huo	30	排障修复	term	异常捕获	curated	2026-09-17
异常日志	yi chang ri zhi	30	排障修复	term	异常日志	curated	2026-09-17
异常用例	yi chang yong li	30	测试验收	term	异常用例	curated	2026-09-17
异常类型	yi chang lei xing	30	排障修复	term	异常类型	curated	2026-09-17
异常退出	yi chang tui chu	30	排障修复	term	异常退出	curated	2026-09-17
异步任务	yi bu ren wu	30	桌面移动	term	异步任务	curated	2026-09-17
异步校验	yi bu jiao yan	30	前端交互	term	异步校验	curated	2026-09-17
引用搜索	yin yong sou suo	30	开发操作	term	引用搜索	curated	2026-09-17
引用来源	yin yong lai yuan	30	向量检索	term	引用来源	curated	2026-09-17
弹出菜单	dan chu cai dan	30	前端交互	term	弹出菜单	curated	2026-09-17
弹性伸缩	tan xing shen suo	30	可靠运维	term	弹性伸缩	curated	2026-09-17
弹性布局	tan xing bu ju	30	前端交互	term	弹性布局	curated	2026-09-17
强一致性	qiang yi zhi xing	30	后端数据	term	强一致性	curated	2026-09-17
影响范围	ying xiang fan wei	30	项目协作	term	影响范围	curated	2026-09-17
待办事项	dai ban shi xiang	30	项目协作	term	待办事项	curated	2026-09-17
待办清单	dai ban qing dan	30	项目协作	term	待办清单	curated	2026-09-17
待确认项	dai que ren xiang	30	项目协作	term	待确认项	curated	2026-09-17
待验证项	dai yan zheng xiang	30	项目协作	term	待验证项	curated	2026-09-17
循环依赖	xun huan yi lai	30	开发操作	term	循环依赖	curated	2026-09-17
微服务架构	wei fu wu jia gou	30	架构设计	term	微服务架构	curated	2026-09-17
快捷键冲突	kuai jie jian chong tu	30	桌面移动	term	快捷键冲突	curated	2026-09-17
快照测试	kuai zhao ce shi	30	测试验收	term	快照测试	curated	2026-09-17
快进合并	kuai jin he bing	30	版本协作	term	快进合并	curated	2026-09-17
忽略文件	hu lve wen jian	30	版本协作	term	忽略文件	curated	2026-09-17
忽略规则	hu lve gui ze	30	版本协作	term	忽略规则	curated	2026-09-17
性能下降	xing neng xia jiang	30	排障修复	term	性能下降	curated	2026-09-17
性能回归	xing neng hui gui	30	排障修复	term	性能回归	curated	2026-09-17
性能测试	xing neng ce shi	30	测试验收	term	性能测试	curated	2026-09-17
总超时	zong chao shi	30	可靠运维	term	总超时	curated	2026-09-17
恢复改动	hui fu gai dong	30	版本协作	term	恢复改动	curated	2026-09-17
恰好一次	qia hao yi ci	30	后端数据	term	恰好一次	curated	2026-09-17
悬停状态	xuan ting zhuang tai	30	前端交互	term	悬停状态	curated	2026-09-17
悬空指针	xuan kong zhi zhen	30	排障修复	term	悬空指针	curated	2026-09-17
悲观更新	bei guan geng xin	30	前端交互	term	悲观更新	curated	2026-09-17
悲观锁	bei guan suo	30	后端数据	term	悲观锁	curated	2026-09-17
慢查询	man cha xun	30	后端数据	term	慢查询	curated	2026-09-17
懒加载	lan jia zai	30	前端交互	term	懒加载	curated	2026-09-17
成功提示	cheng gong ti shi	30	前端交互	term	成功提示	curated	2026-09-17
成功状态	cheng gong zhuang tai	30	前端交互	term	成功状态	curated	2026-09-17
扁平索引	bian ping suo yin	30	向量检索	term	扁平索引	curated	2026-09-17
手动合并	shou dong he bing	30	版本协作	term	手动合并	curated	2026-09-17
手动回滚	shou dong hui gun	30	可靠运维	term	手动回滚	curated	2026-09-17
手动审批	shou dong shen pi	30	代理开发	term	手动审批	curated	2026-09-17
托盘图标	tuo pan tu biao	30	桌面移动	term	托盘图标	curated	2026-09-17
执行权限	zhi xing quan xian	30	代理开发	term	执行权限	curated	2026-09-17
执行模式	zhi xing mo shi	30	代理开发	term	执行模式	curated	2026-09-17
执行计划	zhi xing ji hua	30	后端数据	term	执行计划	curated	2026-09-17
扩展点	kuo zhan dian	30	架构设计	term	扩展点	curated	2026-09-17
批量入库	pi liang ru ku	30	向量检索	term	批量入库	curated	2026-09-17
批量删除	pi liang shan chu	30	后端数据	term	批量删除	curated	2026-09-17
批量向量化	pi liang xiang liang hua	30	向量检索	term	批量向量化	curated	2026-09-17
批量插入	pi liang cha ru	30	后端数据	term	批量插入	curated	2026-09-17
批量更新	pi liang geng xin	30	后端数据	term	批量更新	curated	2026-09-17
批量查询	pi liang cha xun	30	后端数据	term	批量查询	curated	2026-09-17
技术债	ji shu zhai	30	项目协作	term	技术债	curated	2026-09-17
技术债务	ji shu zhai wu	30	项目协作	term	技术债务	curated	2026-09-17
技术方案	ji shu fang an	30	项目协作	term	技术方案	curated	2026-09-17
技术选型	ji shu xuan xing	30	项目协作	term	技术选型	curated	2026-09-17
技术需求	ji shu xu qiu	30	项目协作	term	技术需求	curated	2026-09-17
技术验证	ji shu yan zheng	30	项目协作	term	技术验证	curated	2026-09-17
报告结果	bao gao jie guo	30	代理开发	term	报告结果	curated	2026-09-17
抽屉	chou ti	30	前端交互	term	抽屉	curated	2026-09-17
抽象泄漏	chou xiang xie lou	30	架构设计	term	抽象泄漏	curated	2026-09-17
拆分提交	chai fen ti jiao	30	版本协作	term	拆分提交	curated	2026-09-17
拉取代码	la qu dai ma	30	版本协作	term	拉取代码	curated	2026-09-17
拉取请求	la qu qing qiu	30	版本协作	term	拉取请求	curated	2026-09-17
拖拽上传	tuo zhuai shang chuan	30	前端交互	term	拖拽上传	curated	2026-09-17
拖放	tuo fang	30	桌面移动	term	拖放	curated	2026-09-17
拣选提交	jian xuan ti jiao	30	版本协作	term	拣选提交	curated	2026-09-17
拼音输入	pin yin shu ru	30	桌面移动	term	拼音输入	curated	2026-09-17
持久卷	chi jiu juan	30	可靠运维	term	持久卷	curated	2026-09-17
持续集成检查	chi xu ji cheng jian cha	30	版本协作	term	持续集成检查	curated	2026-09-17
挂载目录	gua zai mu lu	30	可靠运维	term	挂载目录	curated	2026-09-17
指令注入	zhi ling zhu ru	30	代理开发	term	指令注入	curated	2026-09-17
按照方案实现	an zhao fang an shi xian	30	代理开发	term	按照方案实现	curated	2026-09-17
按键事件	an jian shi jian	30	桌面移动	term	按键事件	curated	2026-09-17
按需加载	an xu jia zai	30	前端交互	term	按需加载	curated	2026-09-17
排名融合	pai ming rong he	30	向量检索	term	排名融合	curated	2026-09-17
排期调整	pai qi tiao zheng	30	项目协作	term	排期调整	curated	2026-09-17
排查日志	pai cha ri zhi	30	排障修复	term	排查日志	curated	2026-09-17
排查结论	pai cha jie lun	30	排障修复	term	排查结论	curated	2026-09-17
排查过程	pai cha guo cheng	30	排障修复	term	排查过程	curated	2026-09-17
排查问题	pai cha wen ti	30	排障修复	term	排查问题	curated	2026-09-17
接口契约	jie kou qi yue	30	架构设计	term	接口契约	curated	2026-09-17
