# corpus.txt 行号	教材文件（固定提交见 sources.json）
652	chapter_convolutional-neural-networks/conv-layer.md
653	chapter_convolutional-neural-networks/conv-layer.md
654	chapter_convolutional-neural-networks/conv-layer.md
655	chapter_convolutional-neural-networks/conv-layer.md
656	chapter_convolutional-neural-networks/conv-layer.md
657	chapter_convolutional-neural-networks/conv-layer.md
658	chapter_convolutional-neural-networks/conv-layer.md
659	chapter_convolutional-neural-networks/conv-layer.md
660	chapter_convolutional-neural-networks/conv-layer.md
661	chapter_convolutional-neural-networks/conv-layer.md
662	chapter_convolutional-neural-networks/conv-layer.md
663	chapter_convolutional-neural-networks/conv-layer.md
664	chapter_convolutional-neural-networks/conv-layer.md
665	chapter_convolutional-neural-networks/conv-layer.md
666	chapter_convolutional-neural-networks/conv-layer.md
667	chapter_convolutional-neural-networks/index.md
668	chapter_convolutional-neural-networks/index.md
669	chapter_convolutional-neural-networks/index.md
670	chapter_convolutional-neural-networks/index.md
671	chapter_convolutional-neural-networks/lenet.md
672	chapter_convolutional-neural-networks/lenet.md
673	chapter_convolutional-neural-networks/lenet.md
674	chapter_convolutional-neural-networks/lenet.md
675	chapter_convolutional-neural-networks/lenet.md
676	chapter_convolutional-neural-networks/lenet.md
677	chapter_convolutional-neural-networks/lenet.md
678	chapter_convolutional-neural-networks/lenet.md
679	chapter_convolutional-neural-networks/lenet.md
680	chapter_convolutional-neural-networks/lenet.md
681	chapter_convolutional-neural-networks/lenet.md
682	chapter_convolutional-neural-networks/lenet.md
683	chapter_convolutional-neural-networks/lenet.md
684	chapter_convolutional-neural-networks/lenet.md
685	chapter_convolutional-neural-networks/padding-and-strides.md
686	chapter_convolutional-neural-networks/padding-and-strides.md
687	chapter_convolutional-neural-networks/padding-and-strides.md
688	chapter_convolutional-neural-networks/padding-and-strides.md
689	chapter_convolutional-neural-networks/padding-and-strides.md
690	chapter_convolutional-neural-networks/padding-and-strides.md
691	chapter_convolutional-neural-networks/padding-and-strides.md
692	chapter_convolutional-neural-networks/padding-and-strides.md
693	chapter_convolutional-neural-networks/padding-and-strides.md
694	chapter_convolutional-neural-networks/padding-and-strides.md
695	chapter_convolutional-neural-networks/padding-and-strides.md
696	chapter_convolutional-neural-networks/padding-and-strides.md
697	chapter_convolutional-neural-networks/padding-and-strides.md
698	chapter_convolutional-neural-networks/padding-and-strides.md
699	chapter_convolutional-neural-networks/padding-and-strides.md
700	chapter_convolutional-neural-networks/padding-and-strides.md
701	chapter_convolutional-neural-networks/pooling.md
702	chapter_convolutional-neural-networks/pooling.md
703	chapter_convolutional-neural-networks/pooling.md
704	chapter_convolutional-neural-networks/pooling.md
705	chapter_convolutional-neural-networks/pooling.md
706	chapter_convolutional-neural-networks/pooling.md
707	chapter_convolutional-neural-networks/pooling.md
708	chapter_convolutional-neural-networks/pooling.md
709	chapter_convolutional-neural-networks/pooling.md
710	chapter_convolutional-neural-networks/pooling.md
711	chapter_convolutional-neural-networks/pooling.md
712	chapter_convolutional-neural-networks/pooling.md
713	chapter_convolutional-neural-networks/pooling.md
714	chapter_convolutional-neural-networks/why-conv.md
715	chapter_convolutional-neural-networks/why-conv.md
716	chapter_convolutional-neural-networks/why-conv.md
717	chapter_convolutional-neural-networks/why-conv.md
718	chapter_convolutional-neural-networks/why-conv.md
719	chapter_convolutional-neural-networks/why-conv.md
720	chapter_convolutional-neural-networks/why-conv.md
721	chapter_convolutional-neural-networks/why-conv.md
722	chapter_convolutional-neural-networks/why-conv.md
723	chapter_convolutional-neural-networks/why-conv.md
724	chapter_convolutional-neural-networks/why-conv.md
725	chapter_convolutional-neural-networks/why-conv.md
726	chapter_convolutional-neural-networks/why-conv.md
727	chapter_convolutional-neural-networks/why-conv.md
728	chapter_convolutional-neural-networks/why-conv.md
729	chapter_convolutional-neural-networks/why-conv.md
730	chapter_convolutional-neural-networks/why-conv.md
731	chapter_convolutional-neural-networks/why-conv.md
732	chapter_convolutional-neural-networks/why-conv.md
733	chapter_convolutional-neural-networks/why-conv.md
734	chapter_convolutional-neural-networks/why-conv.md
735	chapter_convolutional-neural-networks/why-conv.md
736	chapter_convolutional-neural-networks/why-conv.md
737	chapter_convolutional-neural-networks/why-conv.md
738	chapter_deep-learning-computation/custom-layer.md
739	chapter_deep-learning-computation/custom-layer.md
740	chapter_deep-learning-computation/custom-layer.md
741	chapter_deep-learning-computation/custom-layer.md
742	chapter_deep-learning-computation/custom-layer.md
743	chapter_deep-learning-computation/custom-layer.md
744	chapter_deep-learning-computation/custom-layer.md
745	chapter_deep-learning-computation/custom-layer.md
746	chapter_deep-learning-computation/deferred-init.md
747	chapter_deep-learning-computation/deferred-init.md
748	chapter_deep-learning-computation/deferred-init.md
749	chapter_deep-learning-computation/deferred-init.md
750	chapter_deep-learning-computation/deferred-init.md
751	chapter_deep-learning-computation/deferred-init.md
752	chapter_deep-learning-computation/deferred-init.md
753	chapter_deep-learning-computation/index.md
754	chapter_deep-learning-computation/index.md
755	chapter_deep-learning-computation/model-construction.md
756	chapter_deep-learning-computation/model-construction.md
757	chapter_deep-learning-computation/model-construction.md
758	chapter_deep-learning-computation/model-construction.md
759	chapter_deep-learning-computation/model-construction.md
760	chapter_deep-learning-computation/model-construction.md
761	chapter_deep-learning-computation/model-construction.md
762	chapter_deep-learning-computation/model-construction.md
763	chapter_deep-learning-computation/model-construction.md
764	chapter_deep-learning-computation/model-construction.md
765	chapter_deep-learning-computation/model-construction.md
766	chapter_deep-learning-computation/model-construction.md
767	chapter_deep-learning-computation/model-construction.md
768	chapter_deep-learning-computation/model-construction.md
769	chapter_deep-learning-computation/model-construction.md
770	chapter_deep-learning-computation/model-construction.md
771	chapter_deep-learning-computation/model-construction.md
772	chapter_deep-learning-computation/model-construction.md
773	chapter_deep-learning-computation/model-construction.md
774	chapter_deep-learning-computation/model-construction.md
775	chapter_deep-learning-computation/model-construction.md
776	chapter_deep-learning-computation/model-construction.md
777	chapter_deep-learning-computation/model-construction.md
778	chapter_deep-learning-computation/parameters.md
779	chapter_deep-learning-computation/parameters.md
780	chapter_deep-learning-computation/parameters.md
781	chapter_deep-learning-computation/parameters.md
782	chapter_deep-learning-computation/parameters.md
783	chapter_deep-learning-computation/parameters.md
784	chapter_deep-learning-computation/parameters.md
785	chapter_deep-learning-computation/parameters.md
786	chapter_deep-learning-computation/parameters.md
787	chapter_deep-learning-computation/parameters.md
788	chapter_deep-learning-computation/parameters.md
789	chapter_deep-learning-computation/parameters.md
790	chapter_deep-learning-computation/parameters.md
791	chapter_deep-learning-computation/parameters.md
792	chapter_deep-learning-computation/parameters.md
793	chapter_deep-learning-computation/parameters.md
794	chapter_deep-learning-computation/read-write.md
795	chapter_deep-learning-computation/read-write.md
796	chapter_deep-learning-computation/read-write.md
797	chapter_deep-learning-computation/read-write.md
798	chapter_deep-learning-computation/read-write.md
799	chapter_deep-learning-computation/read-write.md
800	chapter_deep-learning-computation/read-write.md
801	chapter_deep-learning-computation/read-write.md
802	chapter_deep-learning-computation/use-gpu.md
803	chapter_deep-learning-computation/use-gpu.md
804	chapter_deep-learning-computation/use-gpu.md
805	chapter_deep-learning-computation/use-gpu.md
806	chapter_deep-learning-computation/use-gpu.md
807	chapter_deep-learning-computation/use-gpu.md
808	chapter_deep-learning-computation/use-gpu.md
809	chapter_deep-learning-computation/use-gpu.md
810	chapter_deep-learning-computation/use-gpu.md
811	chapter_deep-learning-computation/use-gpu.md
812	chapter_deep-learning-computation/use-gpu.md
813	chapter_deep-learning-computation/use-gpu.md
814	chapter_deep-learning-computation/use-gpu.md
815	chapter_deep-learning-computation/use-gpu.md
816	chapter_deep-learning-computation/use-gpu.md
817	chapter_deep-learning-computation/use-gpu.md
818	chapter_deep-learning-computation/use-gpu.md
819	chapter_deep-learning-computation/use-gpu.md
820	chapter_introduction/index.md
821	chapter_introduction/index.md
822	chapter_introduction/index.md
823	chapter_introduction/index.md
824	chapter_introduction/index.md
825	chapter_introduction/index.md
826	chapter_introduction/index.md
827	chapter_introduction/index.md
828	chapter_introduction/index.md
829	chapter_introduction/index.md
830	chapter_introduction/index.md
831	chapter_introduction/index.md
832	chapter_introduction/index.md
833	chapter_introduction/index.md
834	chapter_introduction/index.md
835	chapter_introduction/index.md
836	chapter_introduction/index.md
837	chapter_introduction/index.md
838	chapter_introduction/index.md
839	chapter_introduction/index.md
840	chapter_introduction/index.md
841	chapter_introduction/index.md
842	chapter_introduction/index.md
843	chapter_introduction/index.md
844	chapter_introduction/index.md
845	chapter_introduction/index.md
846	chapter_introduction/index.md
847	chapter_introduction/index.md
848	chapter_introduction/index.md
849	chapter_introduction/index.md
850	chapter_introduction/index.md
851	chapter_introduction/index.md
852	chapter_introduction/index.md
853	chapter_introduction/index.md
854	chapter_introduction/index.md
855	chapter_introduction/index.md
856	chapter_introduction/index.md
857	chapter_introduction/index.md
858	chapter_introduction/index.md
859	chapter_introduction/index.md
860	chapter_introduction/index.md
861	chapter_introduction/index.md
862	chapter_introduction/index.md
863	chapter_introduction/index.md
864	chapter_introduction/index.md
865	chapter_introduction/index.md
866	chapter_introduction/index.md
867	chapter_introduction/index.md
868	chapter_introduction/index.md
869	chapter_introduction/index.md
870	chapter_introduction/index.md
871	chapter_introduction/index.md
872	chapter_introduction/index.md
873	chapter_introduction/index.md
874	chapter_introduction/index.md
875	chapter_introduction/index.md
876	chapter_introduction/index.md
877	chapter_introduction/index.md
878	chapter_introduction/index.md
879	chapter_introduction/index.md
880	chapter_introduction/index.md
881	chapter_introduction/index.md
882	chapter_introduction/index.md
883	chapter_introduction/index.md
884	chapter_introduction/index.md
885	chapter_introduction/index.md
886	chapter_introduction/index.md
887	chapter_introduction/index.md
888	chapter_introduction/index.md
889	chapter_introduction/index.md
890	chapter_introduction/index.md
891	chapter_introduction/index.md
892	chapter_introduction/index.md
893	chapter_introduction/index.md
894	chapter_introduction/index.md
895	chapter_introduction/index.md
896	chapter_introduction/index.md
897	chapter_introduction/index.md
898	chapter_introduction/index.md
899	chapter_introduction/index.md
900	chapter_introduction/index.md
901	chapter_introduction/index.md
902	chapter_introduction/index.md
903	chapter_introduction/index.md
904	chapter_introduction/index.md
905	chapter_introduction/index.md
906	chapter_introduction/index.md
907	chapter_introduction/index.md
908	chapter_introduction/index.md
909	chapter_introduction/index.md
910	chapter_introduction/index.md
911	chapter_introduction/index.md
912	chapter_introduction/index.md
913	chapter_introduction/index.md
914	chapter_introduction/index.md
915	chapter_introduction/index.md
916	chapter_introduction/index.md
917	chapter_introduction/index.md
918	chapter_introduction/index.md
919	chapter_introduction/index.md
920	chapter_introduction/index.md
921	chapter_introduction/index.md
922	chapter_introduction/index.md
923	chapter_introduction/index.md
924	chapter_introduction/index.md
925	chapter_introduction/index.md
926	chapter_introduction/index.md
927	chapter_introduction/index.md
928	chapter_introduction/index.md
929	chapter_linear-networks/image-classification-dataset.md
930	chapter_linear-networks/image-classification-dataset.md
931	chapter_linear-networks/image-classification-dataset.md
932	chapter_linear-networks/image-classification-dataset.md
933	chapter_linear-networks/image-classification-dataset.md
934	chapter_linear-networks/image-classification-dataset.md
935	chapter_linear-networks/image-classification-dataset.md
936	chapter_linear-networks/image-classification-dataset.md
937	chapter_linear-networks/image-classification-dataset.md
938	chapter_linear-networks/index.md
939	chapter_linear-networks/linear-regression-concise.md
940	chapter_linear-networks/linear-regression-concise.md
941	chapter_linear-networks/linear-regression-concise.md
942	chapter_linear-networks/linear-regression-concise.md
943	chapter_linear-networks/linear-regression-concise.md
944	chapter_linear-networks/linear-regression-concise.md
945	chapter_linear-networks/linear-regression-concise.md
946	chapter_linear-networks/linear-regression-concise.md
947	chapter_linear-networks/linear-regression-concise.md
948	chapter_linear-networks/linear-regression-concise.md
949	chapter_linear-networks/linear-regression-concise.md
950	chapter_linear-networks/linear-regression-concise.md
951	chapter_linear-networks/linear-regression-concise.md
952	chapter_linear-networks/linear-regression-concise.md
953	chapter_linear-networks/linear-regression-concise.md
954	chapter_linear-networks/linear-regression-concise.md
955	chapter_linear-networks/linear-regression-scratch.md
956	chapter_linear-networks/linear-regression-scratch.md
957	chapter_linear-networks/linear-regression-scratch.md
958	chapter_linear-networks/linear-regression-scratch.md
959	chapter_linear-networks/linear-regression-scratch.md
960	chapter_linear-networks/linear-regression-scratch.md
961	chapter_linear-networks/linear-regression-scratch.md
962	chapter_linear-networks/linear-regression-scratch.md
963	chapter_linear-networks/linear-regression-scratch.md
964	chapter_linear-networks/linear-regression-scratch.md
965	chapter_linear-networks/linear-regression-scratch.md
966	chapter_linear-networks/linear-regression-scratch.md
967	chapter_linear-networks/linear-regression-scratch.md
968	chapter_linear-networks/linear-regression-scratch.md
969	chapter_linear-networks/linear-regression-scratch.md
970	chapter_linear-networks/linear-regression-scratch.md
971	chapter_linear-networks/linear-regression-scratch.md
972	chapter_linear-networks/linear-regression-scratch.md
973	chapter_linear-networks/linear-regression-scratch.md
974	chapter_linear-networks/linear-regression-scratch.md
975	chapter_linear-networks/linear-regression-scratch.md
976	chapter_linear-networks/linear-regression-scratch.md
977	chapter_linear-networks/linear-regression.md
978	chapter_linear-networks/linear-regression.md
979	chapter_linear-networks/linear-regression.md
980	chapter_linear-networks/linear-regression.md
981	chapter_linear-networks/linear-regression.md
982	chapter_linear-networks/linear-regression.md
983	chapter_linear-networks/linear-regression.md
984	chapter_linear-networks/linear-regression.md
985	chapter_linear-networks/linear-regression.md
986	chapter_linear-networks/linear-regression.md
987	chapter_linear-networks/linear-regression.md
988	chapter_linear-networks/linear-regression.md
989	chapter_linear-networks/linear-regression.md
990	chapter_linear-networks/linear-regression.md
991	chapter_linear-networks/linear-regression.md
992	chapter_linear-networks/linear-regression.md
993	chapter_linear-networks/linear-regression.md
994	chapter_linear-networks/linear-regression.md
995	chapter_linear-networks/linear-regression.md
996	chapter_linear-networks/linear-regression.md
997	chapter_linear-networks/linear-regression.md
998	chapter_linear-networks/linear-regression.md
999	chapter_linear-networks/linear-regression.md
1000	chapter_linear-networks/linear-regression.md
1001	chapter_linear-networks/linear-regression.md
1002	chapter_linear-networks/linear-regression.md
1003	chapter_linear-networks/linear-regression.md
1004	chapter_linear-networks/linear-regression.md
1005	chapter_linear-networks/linear-regression.md
1006	chapter_linear-networks/linear-regression.md
1007	chapter_linear-networks/linear-regression.md
1008	chapter_linear-networks/linear-regression.md
1009	chapter_linear-networks/linear-regression.md
1010	chapter_linear-networks/linear-regression.md
1011	chapter_linear-networks/linear-regression.md
1012	chapter_linear-networks/linear-regression.md
1013	chapter_linear-networks/linear-regression.md
1014	chapter_linear-networks/linear-regression.md
1015	chapter_linear-networks/linear-regression.md
1016	chapter_linear-networks/linear-regression.md
1017	chapter_linear-networks/linear-regression.md
1018	chapter_linear-networks/linear-regression.md
1019	chapter_linear-networks/linear-regression.md
1020	chapter_linear-networks/linear-regression.md
1021	chapter_linear-networks/linear-regression.md
1022	chapter_linear-networks/linear-regression.md
1023	chapter_linear-networks/linear-regression.md
1024	chapter_linear-networks/linear-regression.md
1025	chapter_linear-networks/linear-regression.md
1026	chapter_linear-networks/softmax-regression-concise.md
1027	chapter_linear-networks/softmax-regression-concise.md
1028	chapter_linear-networks/softmax-regression-concise.md
1029	chapter_linear-networks/softmax-regression-concise.md
1030	chapter_linear-networks/softmax-regression-concise.md
1031	chapter_linear-networks/softmax-regression-concise.md
1032	chapter_linear-networks/softmax-regression-concise.md
1033	chapter_linear-networks/softmax-regression-concise.md
1034	chapter_linear-networks/softmax-regression-concise.md
1035	chapter_linear-networks/softmax-regression-concise.md
1036	chapter_linear-networks/softmax-regression-concise.md
1037	chapter_linear-networks/softmax-regression-concise.md
1038	chapter_linear-networks/softmax-regression-scratch.md
1039	chapter_linear-networks/softmax-regression-scratch.md
1040	chapter_linear-networks/softmax-regression-scratch.md
1041	chapter_linear-networks/softmax-regression-scratch.md
1042	chapter_linear-networks/softmax-regression-scratch.md
1043	chapter_linear-networks/softmax-regression-scratch.md
1044	chapter_linear-networks/softmax-regression-scratch.md
1045	chapter_linear-networks/softmax-regression-scratch.md
1046	chapter_linear-networks/softmax-regression-scratch.md
1047	chapter_linear-networks/softmax-regression-scratch.md
1048	chapter_linear-networks/softmax-regression-scratch.md
1049	chapter_linear-networks/softmax-regression-scratch.md
1050	chapter_linear-networks/softmax-regression-scratch.md
1051	chapter_linear-networks/softmax-regression-scratch.md
1052	chapter_linear-networks/softmax-regression-scratch.md
1053	chapter_linear-networks/softmax-regression-scratch.md
1054	chapter_linear-networks/softmax-regression-scratch.md
1055	chapter_linear-networks/softmax-regression-scratch.md
1056	chapter_linear-networks/softmax-regression-scratch.md
1057	chapter_linear-networks/softmax-regression-scratch.md
1058	chapter_linear-networks/softmax-regression-scratch.md
1059	chapter_linear-networks/softmax-regression-scratch.md
1060	chapter_linear-networks/softmax-regression-scratch.md
1061	chapter_linear-networks/softmax-regression-scratch.md
1062	chapter_linear-networks/softmax-regression-scratch.md
1063	chapter_linear-networks/softmax-regression-scratch.md
1064	chapter_linear-networks/softmax-regression.md
1065	chapter_linear-networks/softmax-regression.md
1066	chapter_linear-networks/softmax-regression.md
1067	chapter_linear-networks/softmax-regression.md
1068	chapter_linear-networks/softmax-regression.md
1069	chapter_linear-networks/softmax-regression.md
1070	chapter_linear-networks/softmax-regression.md
1071	chapter_linear-networks/softmax-regression.md
1072	chapter_linear-networks/softmax-regression.md
1073	chapter_linear-networks/softmax-regression.md
1074	chapter_linear-networks/softmax-regression.md
1075	chapter_linear-networks/softmax-regression.md
1076	chapter_linear-networks/softmax-regression.md
1077	chapter_linear-networks/softmax-regression.md
1078	chapter_linear-networks/softmax-regression.md
1079	chapter_linear-networks/softmax-regression.md
1080	chapter_linear-networks/softmax-regression.md
1081	chapter_linear-networks/softmax-regression.md
1082	chapter_linear-networks/softmax-regression.md
1083	chapter_linear-networks/softmax-regression.md
1084	chapter_linear-networks/softmax-regression.md
1085	chapter_linear-networks/softmax-regression.md
1086	chapter_linear-networks/softmax-regression.md
1087	chapter_linear-networks/softmax-regression.md
1088	chapter_linear-networks/softmax-regression.md
1089	chapter_linear-networks/softmax-regression.md
1090	chapter_linear-networks/softmax-regression.md
1091	chapter_linear-networks/softmax-regression.md
1092	chapter_linear-networks/softmax-regression.md
1093	chapter_linear-networks/softmax-regression.md
1094	chapter_linear-networks/softmax-regression.md
1095	chapter_linear-networks/softmax-regression.md
1096	chapter_linear-networks/softmax-regression.md
1097	chapter_linear-networks/softmax-regression.md
1098	chapter_linear-networks/softmax-regression.md
1099	chapter_multilayer-perceptrons/backprop.md
1100	chapter_multilayer-perceptrons/backprop.md
1101	chapter_multilayer-perceptrons/backprop.md
1102	chapter_multilayer-perceptrons/backprop.md
1103	chapter_multilayer-perceptrons/backprop.md
1104	chapter_multilayer-perceptrons/backprop.md
1105	chapter_multilayer-perceptrons/backprop.md
1106	chapter_multilayer-perceptrons/backprop.md
1107	chapter_multilayer-perceptrons/backprop.md
1108	chapter_multilayer-perceptrons/backprop.md
1109	chapter_multilayer-perceptrons/backprop.md
1110	chapter_multilayer-perceptrons/backprop.md
1111	chapter_multilayer-perceptrons/backprop.md
1112	chapter_multilayer-perceptrons/backprop.md
1113	chapter_multilayer-perceptrons/backprop.md
1114	chapter_multilayer-perceptrons/backprop.md
1115	chapter_multilayer-perceptrons/backprop.md
1116	chapter_multilayer-perceptrons/backprop.md
1117	chapter_multilayer-perceptrons/backprop.md
1118	chapter_multilayer-perceptrons/backprop.md
1119	chapter_multilayer-perceptrons/dropout.md
1120	chapter_multilayer-perceptrons/dropout.md
1121	chapter_multilayer-perceptrons/dropout.md
1122	chapter_multilayer-perceptrons/dropout.md
1123	chapter_multilayer-perceptrons/dropout.md
1124	chapter_multilayer-perceptrons/dropout.md
1125	chapter_multilayer-perceptrons/dropout.md
1126	chapter_multilayer-perceptrons/dropout.md
1127	chapter_multilayer-perceptrons/dropout.md
1128	chapter_multilayer-perceptrons/dropout.md
1129	chapter_multilayer-perceptrons/dropout.md
1130	chapter_multilayer-perceptrons/dropout.md
1131	chapter_multilayer-perceptrons/dropout.md
1132	chapter_multilayer-perceptrons/dropout.md
1133	chapter_multilayer-perceptrons/dropout.md
1134	chapter_multilayer-perceptrons/dropout.md
1135	chapter_multilayer-perceptrons/dropout.md
1136	chapter_multilayer-perceptrons/dropout.md
1137	chapter_multilayer-perceptrons/dropout.md
1138	chapter_multilayer-perceptrons/dropout.md
1139	chapter_multilayer-perceptrons/dropout.md
1140	chapter_multilayer-perceptrons/dropout.md
1141	chapter_multilayer-perceptrons/dropout.md
1142	chapter_multilayer-perceptrons/dropout.md
1143	chapter_multilayer-perceptrons/environment.md
1144	chapter_multilayer-perceptrons/environment.md
1145	chapter_multilayer-perceptrons/environment.md
1146	chapter_multilayer-perceptrons/environment.md
1147	chapter_multilayer-perceptrons/environment.md
1148	chapter_multilayer-perceptrons/environment.md
1149	chapter_multilayer-perceptrons/environment.md
1150	chapter_multilayer-perceptrons/environment.md
1151	chapter_multilayer-perceptrons/environment.md
1152	chapter_multilayer-perceptrons/environment.md
1153	chapter_multilayer-perceptrons/environment.md
1154	chapter_multilayer-perceptrons/environment.md
1155	chapter_multilayer-perceptrons/environment.md
1156	chapter_multilayer-perceptrons/environment.md
1157	chapter_multilayer-perceptrons/environment.md
1158	chapter_multilayer-perceptrons/environment.md
1159	chapter_multilayer-perceptrons/environment.md
1160	chapter_multilayer-perceptrons/environment.md
1161	chapter_multilayer-perceptrons/environment.md
1162	chapter_multilayer-perceptrons/environment.md
1163	chapter_multilayer-perceptrons/environment.md
1164	chapter_multilayer-perceptrons/environment.md
1165	chapter_multilayer-perceptrons/environment.md
1166	chapter_multilayer-perceptrons/environment.md
1167	chapter_multilayer-perceptrons/environment.md
1168	chapter_multilayer-perceptrons/environment.md
1169	chapter_multilayer-perceptrons/environment.md
1170	chapter_multilayer-perceptrons/environment.md
1171	chapter_multilayer-perceptrons/environment.md
1172	chapter_multilayer-perceptrons/environment.md
1173	chapter_multilayer-perceptrons/environment.md
1174	chapter_multilayer-perceptrons/environment.md
1175	chapter_multilayer-perceptrons/environment.md
1176	chapter_multilayer-perceptrons/environment.md
1177	chapter_multilayer-perceptrons/environment.md
1178	chapter_multilayer-perceptrons/environment.md
1179	chapter_multilayer-perceptrons/environment.md
1180	chapter_multilayer-perceptrons/environment.md
1181	chapter_multilayer-perceptrons/environment.md
1182	chapter_multilayer-perceptrons/environment.md
1183	chapter_multilayer-perceptrons/environment.md
1184	chapter_multilayer-perceptrons/environment.md
1185	chapter_multilayer-perceptrons/environment.md
1186	chapter_multilayer-perceptrons/environment.md
1187	chapter_multilayer-perceptrons/environment.md
1188	chapter_multilayer-perceptrons/environment.md
1189	chapter_multilayer-perceptrons/environment.md
1190	chapter_multilayer-perceptrons/environment.md
1191	chapter_multilayer-perceptrons/environment.md
1192	chapter_multilayer-perceptrons/environment.md
1193	chapter_multilayer-perceptrons/environment.md
1194	chapter_multilayer-perceptrons/environment.md
1195	chapter_multilayer-perceptrons/environment.md
1196	chapter_multilayer-perceptrons/environment.md
1197	chapter_multilayer-perceptrons/environment.md
1198	chapter_multilayer-perceptrons/environment.md
1199	chapter_multilayer-perceptrons/environment.md
1200	chapter_multilayer-perceptrons/environment.md
1201	chapter_multilayer-perceptrons/environment.md
1202	chapter_multilayer-perceptrons/index.md
1203	chapter_multilayer-perceptrons/kaggle-house-price.md
1204	chapter_multilayer-perceptrons/kaggle-house-price.md
1205	chapter_multilayer-perceptrons/kaggle-house-price.md
1206	chapter_multilayer-perceptrons/kaggle-house-price.md
1207	chapter_multilayer-perceptrons/kaggle-house-price.md
1208	chapter_multilayer-perceptrons/kaggle-house-price.md
1209	chapter_multilayer-perceptrons/kaggle-house-price.md
1210	chapter_multilayer-perceptrons/kaggle-house-price.md
1211	chapter_multilayer-perceptrons/kaggle-house-price.md
1212	chapter_multilayer-perceptrons/kaggle-house-price.md
1213	chapter_multilayer-perceptrons/kaggle-house-price.md
1214	chapter_multilayer-perceptrons/kaggle-house-price.md
1215	chapter_multilayer-perceptrons/kaggle-house-price.md
1216	chapter_multilayer-perceptrons/kaggle-house-price.md
1217	chapter_multilayer-perceptrons/kaggle-house-price.md
1218	chapter_multilayer-perceptrons/kaggle-house-price.md
1219	chapter_multilayer-perceptrons/kaggle-house-price.md
1220	chapter_multilayer-perceptrons/kaggle-house-price.md
1221	chapter_multilayer-perceptrons/kaggle-house-price.md
1222	chapter_multilayer-perceptrons/kaggle-house-price.md
1223	chapter_multilayer-perceptrons/kaggle-house-price.md
1224	chapter_multilayer-perceptrons/kaggle-house-price.md
1225	chapter_multilayer-perceptrons/kaggle-house-price.md
1226	chapter_multilayer-perceptrons/kaggle-house-price.md
1227	chapter_multilayer-perceptrons/kaggle-house-price.md
1228	chapter_multilayer-perceptrons/kaggle-house-price.md
1229	chapter_multilayer-perceptrons/kaggle-house-price.md
1230	chapter_multilayer-perceptrons/kaggle-house-price.md
1231	chapter_multilayer-perceptrons/mlp-concise.md
1232	chapter_multilayer-perceptrons/mlp-concise.md
1233	chapter_multilayer-perceptrons/mlp-concise.md
1234	chapter_multilayer-perceptrons/mlp-concise.md
1235	chapter_multilayer-perceptrons/mlp-scratch.md
1236	chapter_multilayer-perceptrons/mlp-scratch.md
1237	chapter_multilayer-perceptrons/mlp-scratch.md
1238	chapter_multilayer-perceptrons/mlp-scratch.md
1239	chapter_multilayer-perceptrons/mlp-scratch.md
1240	chapter_multilayer-perceptrons/mlp-scratch.md
1241	chapter_multilayer-perceptrons/mlp-scratch.md
1242	chapter_multilayer-perceptrons/mlp-scratch.md
1243	chapter_multilayer-perceptrons/mlp-scratch.md
1244	chapter_multilayer-perceptrons/mlp-scratch.md
1245	chapter_multilayer-perceptrons/mlp.md
1246	chapter_multilayer-perceptrons/mlp.md
1247	chapter_multilayer-perceptrons/mlp.md
1248	chapter_multilayer-perceptrons/mlp.md
1249	chapter_multilayer-perceptrons/mlp.md
1250	chapter_multilayer-perceptrons/mlp.md
1251	chapter_multilayer-perceptrons/mlp.md
1252	chapter_multilayer-perceptrons/mlp.md
1253	chapter_multilayer-perceptrons/mlp.md
1254	chapter_multilayer-perceptrons/mlp.md
1255	chapter_multilayer-perceptrons/mlp.md
1256	chapter_multilayer-perceptrons/mlp.md
1257	chapter_multilayer-perceptrons/mlp.md
1258	chapter_multilayer-perceptrons/mlp.md
1259	chapter_multilayer-perceptrons/mlp.md
1260	chapter_multilayer-perceptrons/mlp.md
1261	chapter_multilayer-perceptrons/mlp.md
1262	chapter_multilayer-perceptrons/mlp.md
1263	chapter_multilayer-perceptrons/mlp.md
1264	chapter_multilayer-perceptrons/mlp.md
1265	chapter_multilayer-perceptrons/mlp.md
1266	chapter_multilayer-perceptrons/mlp.md
1267	chapter_multilayer-perceptrons/mlp.md
1268	chapter_multilayer-perceptrons/mlp.md
1269	chapter_multilayer-perceptrons/mlp.md
1270	chapter_multilayer-perceptrons/mlp.md
1271	chapter_multilayer-perceptrons/mlp.md
1272	chapter_multilayer-perceptrons/mlp.md
1273	chapter_multilayer-perceptrons/mlp.md
1274	chapter_multilayer-perceptrons/mlp.md
1275	chapter_multilayer-perceptrons/mlp.md
1276	chapter_multilayer-perceptrons/mlp.md
1277	chapter_multilayer-perceptrons/mlp.md
1278	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1279	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1280	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1281	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1282	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1283	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1284	chapter_multilayer-perceptrons/numerical-stability-and-init.md
1285	chapter_multilayer-perceptrons/numerical-stability-and-init.md
